TYPE;NUM;PARENT_CODE;NAME;MEASURE_UNIT;UNIT_WEIGHT;ENERGY;FIBER;FAT;CARBOHYDRATE;PRICE;CATEGORY;QUICK_CODE;EXTERNAL_ID;COOKING_PLACE_TYPE;INCLUDED_IN_MENU
DISH;500;18;Орехово карамельный Бабл кофе ГОРЯЧИЙ стандарт;порц;2,18;0;0;0;0;325;;564;;Основное место приготовления;1
DISH;501;18;Орехово карамельный Бабл кофе ХОЛОДНЫЙ стандарт;порц;2,18;0;0;0;0;325;;565;;Основное место приготовления;1
GOODS;556;56;чай пакетированный;шт;0;0;0;0;0;0;;626;;;0
DISH;555;;горячий чай 200 мл;порц;5;0;0;0;0;50;;625;;Основное место приготовления;1
GOODS;338;58;Молоко ;л;1;0;0;0;0;0;;389;;;0
DISH;557;; БЕСПЛАТНО Американо 200 мл;порц;2,01;0;0;0;0;0;;627;;Основное место приготовления;1
GOODS;558;;бензин;кг;1;0;0;0;0;0;;628;;;0
GOODS;559;56;Батончик шоколадный;шт;0;0;0;0;0;0;;629;;;0
DISH;560;50;    ШОКОЛАДЫЙ БАТОНЧИК;шт;0;0;0;0;0;0;;630;;Основное место приготовления;1
GOODS;561;13;вилка;шт;0;0;0;0;0;0;;631;;;0
GOODS;562;;траснпортные;шт;0;0;0;0;0;0;;632;;;0
GOODS;563;;весы;кг;1;0;0;0;0;0;;633;;;0
DISH;513;71;Банан  для вафли;порц;0,03;0;0;0;0;50;;578;;Основное место приготовления;1
GOODS;564;;"Топпинг ""Шарики Манго""";кг;1;0;0;0;0;0;;634;;;0
GOODS;43;52;"Сироп ""Дыня""";л;1,3;0;0;0;0;0;;46;;;0
GOODS;565;;"Сироп ""Гранат""";л;1,3;0;0;0;0;0;;635;;;0
DISH;566;71;"M&M""s для вафли";порц;0;0;0;0;0;50;;636;;Основное место приготовления;1
DISH;567;71;Snickers для вафли;порц;0;0;0;0;0;50;;637;;Основное место приготовления;1
DISH;568;71;посыпка кондитерская;порц;0;0;0;0;0;30;;638;;Основное место приготовления;1
GROUP;1;;Ингредиенты;;;;;;;;;0;;;
GROUP;6;;Модификаторы;;;;;;;;;6;;;
GROUP;7;6;500 мл;;;;;;;;;7;;;
GROUP;10;7;Топпинг 500;;;;;;;;;10;;;
GROUP;8;7;Основа 500;;;;;;;;;8;;;
GROUP;9;7;Сироп 500;;;;;;;;;9;;;
GROUP;11;6;700 мл;;;;;;;;;27;;;
GROUP;12;11;Основа 700;;;;;;;;;28;;;
GROUP;13;1;Расходные материалы;;;;;;;;;33;;;
GROUP;14;;Милк Шейк;;;;;;;;;122;;;
GROUP;17;;Карамельный Бабл Ти;;;;;;;;;133;;;
GROUP;18;;Бабл Кофе 500мл;;;;;;;;;137;;;
GROUP;21;;Фанни Джусы;;;;;;;;;146;;;
GROUP;23;;Лимонад;;;;;;;;;154;;;
GROUP;25;23;Голубая лагуна;;;;;;;;;158;;;
GROUP;26;23;Махито клубничный;;;;;;;;;161;;;
GROUP;27;23;Джанго;;;;;;;;;164;;;
GROUP;28;23;Пина Колада;;;;;;;;;167;;;
GROUP;32;31;Кокос;;;;;;;;;200;;;
GROUP;31;11;Топпинг 700;;;;;;;;;199;;;
GROUP;30;11;Сироп 700;;;;;;;;;176;;;
GROUP;34;11;Наполнители 700;;;;;;;;;232;;;
GROUP;33;7;Сухая Смесь 500;;;;;;;;;231;;;
GROUP;35;6;Для вафли;;;;;;;;;241;;;
GROUP;40;;Летнее меню;;;;;;;;;276;;;
GROUP;29;;Бабл  Вафли;;;;;;;;;170;;;
GROUP;5;;Бабл Ти;;;;;;;;;4;;;
GROUP;47;5;Бабл Ти Согревающий;;;;;;;;;316;;;
GROUP;50;;Кофе;;;;;;;;;332;;;
GROUP;51;1;Для Вафли;;;;;;;;;364;;;
GROUP;54;1;Сухие смеси;;;;;;;;;378;;;
GROUP;55;1;Топпинги;;;;;;;;;379;;;
GROUP;57;1;Фрукты;;;;;;;;;381;;;
GROUP;58;1;Молочные продукты;;;;;;;;;382;;;
GROUP;59;;оборудование;;;;;;;;;392;;;
GROUP;56;1;Чай, Кофе,вода;;;;;;;;;380;;;
GROUP;60;51;Начинка;;;;;;;;;436;;;
GROUP;61;51;Тесто;;;;;;;;;437;;;
GROUP;62;;Услуги;;;;;;;;;438;;;
GROUP;63;;Заготовки;;;;;;;;;440;;;
GROUP;64;35;шарики;;;;;;;;;446;;;
GROUP;66;;Не усни этой осенью;;;;;;;;;474;;;
GROUP;67;;СЕТЫ с вафлями;;;;;;;;;484;;;
GROUP;48;7;Сироп 15 гр;;;;;;;;;321;;;
GROUP;39;;Дополнительный топинг;;;;;;;;;273;;;
GROUP;68;6;Бабл ти стандарт;;;;;;;;;504;;;
GROUP;20;14;Гагарин;;;;;;;;;143;;;
GROUP;19;14;Голубое Молоко;;;;;;;;;140;;;
GROUP;69;;Домашний чай;;;;;;;;;521;;;
GROUP;70;14;Банан-Дыня;;;;;;;;;535;;;
GROUP;71;29;Дополнительный Топпинг к Вафле;;;;;;;;;576;;;
GROUP;72;5;Бабл Ти микс стандарт;;;;;;;;;598;;;
GROUP;73;14;Голубое небо;;;;;;;;;603;;;
GROUP;74;14;Чернично ореховый милк шейк;;;;;;;;;606;;;
GROUP;75;23;Лимонад Свежесть;;;;;;;;;607;;;
GROUP;76;;Смузи+фраппе;;;;;;;;;608;;;
GROUP;52;1;Сиропы, пюре;;;;;;;;;376;;;
