TYPE;NUM;PARENT_CODE;NAME;MEASURE_UNIT;UNIT_WEIGHT;ENERGY;FIBER;FAT;CARBOHYDRATE;PRICE;CATEGORY;QUICK_CODE;EXTERNAL_ID;COOKING_PLACE_TYPE;INCLUDED_IN_MENU
MODIFIER;550;10;Шарики малина 30гр.;порц;0,03;0;0;0;0;0;;620;;Основное место приготовления;0
MODIFIER;551;31;Шарики малина 40гр.;порц;0,04;0;0;0;0;0;;621;;Основное место приготовления;0
MODIFIER;552;64;Шарики малина(для вафли)  30гр.;порц;0,03;0;0;0;0;0;;622;;Основное место приготовления;0
DISH;553;39;Шарики малина;порц;0,03;0;0;0;0;50;;623;;Основное место приготовления;1
DISH;554;;Сахар стик 5 гр;порц;1;0;0;0;0;5;;624;;Основное место приготовления;1
DISH;298;50;Американо 200 мл;порц;2,01;0;0;0;0;145;;341;;Основное место приготовления;1
DISH;299;50;Американо 300 мл;порц;2,02;0;0;0;0;175;;342;;Основное место приготовления;1
DISH;290;50;Капучино 350 мл;порц;2,2;0;0;0;0;195;;333;;Основное место приготовления;1
DISH;300;50;Латте, 440 мл;порц;2,24;0;0;0;0;210;;343;;Основное место приготовления;1
DISH;294;50;Эспрессо,40 мл;порц;2,01;0;0;0;0;90;;337;;Основное место приготовления;1
DISH;295;50;Эспрессо,80 мл;порц;2,02;0;0;0;0;120;;338;;Основное место приготовления;1
